timestamp,event,details
25.009,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
26.659,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
28.730,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
35.857,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
37.506,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
39.147,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
41.213,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
48.379,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
50.028,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
51.680,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.956, regrowX=1.00"
53.762,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.986, regrowX=1.00"
0.050,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
1.695,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
3.762,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
10.894,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
12.542,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
0.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
1.690,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
3.757,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
10.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
12.556,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
14.206,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
16.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
23.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
25.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
26.706,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
28.773,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
35.906,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
37.556,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
39.206,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
41.273,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
48.406,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
50.056,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
51.706,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
53.773,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
60.905,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
62.556,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
64.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
66.273,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
73.406,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
75.056,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
76.706,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
78.773,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
85.896,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
87.540,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
89.189,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
91.260,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
98.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
100.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
101.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
103.773,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
110.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
112.559,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
114.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
116.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
123.409,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
125.060,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
126.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
128.773,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
135.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
137.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
139.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
141.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
148.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
150.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
151.710,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
153.777,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
160.893,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
162.543,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
164.192,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
166.260,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
173.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
175.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
176.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
178.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
185.910,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
187.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
189.210,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
191.277,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
198.394,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
200.042,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
201.692,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
203.760,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
210.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
212.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
214.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
216.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
223.409,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
225.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
226.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
228.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
235.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
237.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
239.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
241.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
248.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
250.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
251.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
253.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
260.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
262.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
264.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
266.273,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
273.409,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
275.059,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
276.708,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
278.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
285.909,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
287.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
289.210,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
291.290,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.864, regrowX=1.00"
298.391,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
300.041,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
301.690,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
303.757,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
310.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
312.558,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
314.211,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
316.277,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
323.395,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
325.042,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
326.695,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
328.762,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
335.911,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
337.561,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
339.211,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
341.279,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
348.395,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
350.045,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
351.695,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
353.762,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
360.912,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
362.562,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
364.211,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
366.278,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
373.395,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
375.044,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
376.695,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
378.760,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
385.909,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
387.559,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
389.209,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
391.276,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
398.401,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
400.042,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
401.692,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
403.759,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
410.909,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
412.560,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
414.209,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
416.277,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
423.393,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
425.042,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
426.696,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
428.758,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
435.909,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
437.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
439.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
441.275,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
448.409,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
450.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
451.709,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
453.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
460.909,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
462.559,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
464.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
466.277,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
473.393,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
475.041,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
476.692,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
478.758,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
485.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
487.558,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
489.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
491.276,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
498.408,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
500.058,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
501.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
503.776,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
510.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
512.561,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
514.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
516.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
523.408,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
525.058,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
526.709,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
528.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
535.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
537.559,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
539.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
541.275,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
548.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
550.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
551.708,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
553.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
560.907,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
562.558,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
564.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
566.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
573.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
575.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
576.708,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
578.774,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
585.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
587.559,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
589.208,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
591.275,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
598.407,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
600.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
601.707,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
603.775,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
610.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
612.560,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
614.207,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
616.274,regen_env_update,"day=0.10, raining=false, rain=0.70, regenScale=0.865, regrowX=1.00"
623.408,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
625.057,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
626.708,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
628.775,regen_env_update,"day=0.90, raining=false, rain=0.70, regenScale=0.985, regrowX=1.00"
635.908,regen_env_update,"day=0.70, raining=false, rain=0.70, regenScale=0.955, regrowX=1.00"
637.557,regen_env_update,"day=0.50, raining=false, rain=0.70, regenScale=0.925, regrowX=1.00"
639.209,regen_env_update,"day=0.30, raining=false, rain=0.70, regenScale=0.895, regrowX=1.00"
